polygon_draw_81_NewSite_44,0
polygon_draw_81_NewSite_37,0
polygon_draw_81_NewSite_41,0
polygon_draw_81_NewSite_42,1
polygon_draw_810_NewSite_40,0
polygon_draw_810_NewSite_48,0
polygon_draw_810_NewSite_51,0
polygon_draw_810_NewSite_73,1
polygon_draw_810_NewSite_34,0
polygon_draw_810_NewSite_50,0
polygon_draw_810_NewSite_56,0
polygon_draw_810_NewSite_62,0
polygon_draw_810_NewSite_66,0
polygon_draw_810_NewSite_71,1
polygon_draw_810_NewSite_41,0
polygon_draw_810_NewSite_98,0
polygon_draw_810_NewSite_70,0
polygon_draw_810_NewSite_42,0
polygon_draw_810_NewSite_69,1
polygon_draw_810_NewSite_63,0
polygon_draw_810_NewSite_36,0
polygon_draw_810_NewSite_45,1
polygon_draw_810_NewSite_96,1
polygon_draw_810_NewSite_54,0
polygon_draw_810_NewSite_57,0
polygon_draw_810_NewSite_43,0
polygon_draw_810_NewSite_38,0
polygon_draw_810_NewSite_53,0
polygon_draw_810_NewSite_61,0
polygon_draw_810_NewSite_107,0
polygon_draw_810_NewSite_35,0
polygon_draw_810_NewSite_72,0
polygon_draw_810_NewSite_60,0
polygon_draw_810_NewSite_37,1
polygon_draw_810_NewSite_39,0
polygon_draw_810_NewSite_52,0
polygon_draw_811_NewSite_39,0
polygon_draw_811_NewSite_40,1
polygon_draw_811_NewSite_37,0
polygon_draw_811_NewSite_38,1
polygon_draw_811_NewSite_44,0
polygon_draw_811_NewSite_45,0
polygon_draw_811_NewSite_34,1
polygon_draw_811_NewSite_46,0
polygon_draw_811_NewSite_41,0
polygon_draw_811_NewSite_42,1
polygon_draw_812_NewSite_47,0
polygon_draw_812_NewSite_41,0
polygon_draw_812_NewSite_51,0
polygon_draw_812_NewSite_40,0
polygon_draw_812_NewSite_45,0
polygon_draw_812_NewSite_52,1
polygon_draw_812_NewSite_42,0
polygon_draw_812_NewSite_44,0
polygon_draw_812_NewSite_39,1
polygon_draw_812_NewSite_53,0
polygon_draw_812_NewSite_50,0
polygon_draw_812_NewSite_46,1
polygon_draw_812_NewSite_48,1
polygon_draw_813_NewSite_54,0
polygon_draw_813_NewSite_63,0
polygon_draw_813_NewSite_46,0
polygon_draw_813_NewSite_59,0
polygon_draw_813_NewSite_45,0
polygon_draw_813_NewSite_69,0
polygon_draw_813_NewSite_64,0
polygon_draw_813_NewSite_60,0
polygon_draw_813_NewSite_70,0
polygon_draw_813_NewSite_52,0
polygon_draw_813_NewSite_43,0
polygon_draw_813_NewSite_61,0
polygon_draw_813_NewSite_53,1
polygon_draw_813_NewSite_51,0
polygon_draw_813_NewSite_68,0
polygon_draw_813_NewSite_41,1
polygon_draw_813_NewSite_55,0
polygon_draw_813_NewSite_47,0
polygon_draw_813_NewSite_66,1
polygon_draw_813_NewSite_72,0
polygon_draw_814_NewSite_53,0
polygon_draw_814_NewSite_66,0
polygon_draw_814_NewSite_44,0
polygon_draw_814_NewSite_47,0
polygon_draw_814_NewSite_46,0
polygon_draw_814_NewSite_94,0
polygon_draw_814_NewSite_45,0
polygon_draw_814_NewSite_56,0
polygon_draw_814_NewSite_85,0
polygon_draw_814_NewSite_78,0
polygon_draw_814_NewSite_55,1
polygon_draw_814_NewSite_95,0
polygon_draw_814_NewSite_61,0
polygon_draw_814_NewSite_68,1
polygon_draw_814_NewSite_57,0
polygon_draw_814_NewSite_74,0
polygon_draw_814_NewSite_75,0
polygon_draw_814_NewSite_62,0
polygon_draw_814_NewSite_86,0
polygon_draw_814_NewSite_49,0
polygon_draw_814_NewSite_90,0
polygon_draw_814_NewSite_65,0
polygon_draw_814_NewSite_69,1
polygon_draw_814_NewSite_76,0
polygon_draw_814_NewSite_54,1
polygon_draw_814_NewSite_50,0
polygon_draw_814_NewSite_58,0
polygon_draw_815_NewSite_48,0
polygon_draw_815_NewSite_37,0
polygon_draw_815_NewSite_54,1
polygon_draw_815_NewSite_39,0
polygon_draw_815_NewSite_53,0
polygon_draw_815_NewSite_38,0
polygon_draw_815_NewSite_87,0
polygon_draw_815_NewSite_42,1
polygon_draw_815_NewSite_55,0
polygon_draw_815_NewSite_69,0
polygon_draw_815_NewSite_68,0
polygon_draw_815_NewSite_33,0
polygon_draw_815_NewSite_66,0
polygon_draw_815_NewSite_96,1
polygon_draw_815_NewSite_61,0
polygon_draw_815_NewSite_95,1
polygon_draw_815_NewSite_64,1
polygon_draw_815_NewSite_65,0
polygon_draw_815_NewSite_67,0
polygon_draw_815_NewSite_35,0
polygon_draw_815_NewSite_58,0
polygon_draw_815_NewSite_74,0
polygon_draw_815_NewSite_47,0
polygon_draw_815_NewSite_71,0
polygon_draw_815_NewSite_63,0
polygon_draw_815_NewSite_59,0
polygon_draw_815_NewSite_62,0
polygon_draw_815_NewSite_36,0
polygon_draw_815_NewSite_52,0
polygon_draw_815_NewSite_43,0
polygon_draw_815_NewSite_46,0
polygon_draw_815_NewSite_51,1
polygon_draw_815_NewSite_60,0
polygon_draw_816_NewSite_48,0
polygon_draw_816_NewSite_39,0
polygon_draw_816_NewSite_57,1
polygon_draw_816_NewSite_51,1
polygon_draw_816_NewSite_37,0
polygon_draw_816_NewSite_47,0
polygon_draw_816_NewSite_44,0
polygon_draw_816_NewSite_40,0
polygon_draw_816_NewSite_38,0
polygon_draw_816_NewSite_59,0
polygon_draw_816_NewSite_49,1
polygon_draw_816_NewSite_45,1
polygon_draw_817_NewSite_44,1
polygon_draw_817_NewSite_69,0
polygon_draw_817_NewSite_59,1
polygon_draw_817_NewSite_67,1
polygon_draw_817_NewSite_47,0
polygon_draw_817_NewSite_63,0
polygon_draw_817_NewSite_70,0
polygon_draw_817_NewSite_45,0
polygon_draw_817_NewSite_53,0
polygon_draw_817_NewSite_48,0
polygon_draw_817_NewSite_64,1
